PersonId,Skill,Level,Preferred,Development
156,PER,2,0,0
156,PI,4,1,1
156,PJM,3,1,1
156,REQ,1,0,0
156,SWE,2,0,0
156,TES,1,0,0
157,ACQ,2,0,0
157,LEA,1,0,0
157,PER,2,0,0
157,PI,2,1,0
157,PJM,3,1,0
157,REQ,3,1,0
157,SWE,1,0,0
157,TES,2,0,0
158,ACQ,3,1,1
158,LEA,3,1,1
158,PER,3,0,0
158,PI,2,0,0
158,PJM,4,1,1
158,REQ,4,1,1
158,SWE,1,0,0
158,TES,2,0,0
159,ACQ,4,0,0
159,LEA,4,0,0
159,PER,2,0,0
159,PI,2,0,0
159,PJM,3,0,0
159,REQ,1,0,0
159,SWE,1,0,0
159,TES,1,0,0
160,ACQ,0,0,0
160,LEA,2,0,0
160,PER,2,0,0
160,PI,2,0,0
160,PJM,2,0,0
160,REQ,2,0,0
160,SWE,4,0,0
160,TES,1,0,0
161,ACQ,0,0,0
161,LEA,0,0,0
161,PER,0,0,0
161,PI,0,0,0
161,PJM,2,0,0
161,REQ,2,1,0
161,SWE,3,1,1
161,TES,2,0,0
162,ACQ,0,0,0
162,LEA,0,0,0
162,PER,0,0,0
162,PI,0,0,0
162,PJM,3,1,1
162,REQ,1,1,1
162,SWE,1,0,0
162,TES,1,0,0
164,ACQ,0,0,0
164,LEA,2,0,0
164,PER,0,0,0
164,PI,1,0,0
164,PJM,1,0,0
164,REQ,2,0,0
164,SWE,3,1,1
164,TES,2,0,0
165,ACQ,2,1,0
165,LEA,2,1,0
165,PER,2,1,0
165,PI,2,1,0
165,PJM,4,1,0
165,REQ,2,0,0
165,SWE,3,0,0
165,TES,2,0,0
166,ACQ,1,0,0
166,LEA,2,0,0
166,PER,3,0,0
166,PI,2,1,0
166,PJM,3,1,1
166,REQ,2,1,0
166,SWE,1,0,0
166,TES,3,1,1
167,ACQ,3,1,0
167,LEA,3,1,0
167,PER,3,1,0
167,PI,2,0,0
167,PJM,3,1,1
167,REQ,3,1,0
167,SWE,3,0,0
167,TES,2,0,0
168,ACQ,3,0,0
168,LEA,3,0,0
168,PER,3,0,0
168,PI,2,0,0
168,PJM,3,1,0
168,REQ,4,1,0
168,SWE,3,0,0
168,TES,3,0,0
169,ACQ,1,0,0
169,LEA,1,0,0
169,PER,0,0,0
169,PI,1,0,0
169,PJM,2,0,0
169,REQ,2,0,0
169,SWE,4,1,1
169,TES,2,0,0
170,ACQ,3,0,0
170,LEA,3,0,0
170,PER,3,0,0
170,PI,2,0,0
170,PJM,3,1,0
170,REQ,3,1,0
170,SWE,3,0,0
170,TES,2,0,0
171,ACQ,2,0,0
171,LEA,4,1,0
171,PER,3,0,0
171,PI,3,0,0
171,PJM,4,1,0
171,REQ,2,0,0
171,SWE,2,0,0
171,TES,2,0,0
172,ACQ,3,0,0
172,LEA,3,0,0
172,PER,2,0,0
172,PI,2,0,0
172,PJM,3,0,0
172,REQ,3,1,0
172,SWE,2,0,0
172,TES,3,0,0
173,ACQ,0,0,0
173,LEA,0,0,0
173,PER,0,0,0
173,PI,0,0,0
173,PJM,1,1,0
173,REQ,2,1,0
173,SWE,3,1,0
173,TES,2,0,0
174,ACQ,4,1,1
174,LEA,3,1,1
174,PER,2,1,1
174,PI,3,1,1
174,PJM,4,1,1
174,REQ,3,1,1
174,SWE,2,0,0
174,TES,2,0,0
175,ACQ,2,0,0
175,LEA,3,1,0
175,PER,1,0,0
175,PI,2,1,0
175,PJM,3,1,0
175,REQ,3,1,0
175,SWE,1,0,0
175,TES,1,0,0
176,ACQ,0,0,0
176,LEA,0,0,0
176,PER,0,0,0
176,PI,0,0,0
176,PJM,0,0,0
176,REQ,0,0,0
176,SWE,1,1,0
176,TES,0,0,0
177,ACQ,0,0,0
177,LEA,0,0,0
177,PER,0,0,0
177,PI,0,0,0
177,PJM,0,0,0
177,REQ,0,0,0
177,SWE,2,0,0
177,TES,0,0,0
178,ACQ,3,0,0
178,LEA,2,0,0
178,PER,2,0,0
178,PI,2,0,0
178,PJM,3,1,0
178,REQ,2,0,0
178,SWE,2,0,0
178,TES,2,0,0
179,ACQ,0,0,0
179,LEA,0,0,0
179,PER,0,0,0
179,PI,4,0,0
179,PJM,4,0,0
179,REQ,2,0,0
179,SWE,0,0,0
179,TES,0,0,0
180,ACQ,2,0,0
180,LEA,2,0,0
180,PER,2,0,0
180,PI,2,0,0
180,PJM,3,0,0
180,REQ,1,0,0
180,SWE,2,0,0
180,TES,4,0,0
182,ACQ,0,0,0
182,LEA,0,0,0
182,PER,0,0,0
182,PI,0,0,0
182,PJM,0,0,0
182,REQ,0,0,0
182,SWE,0,0,0
182,TES,0,0,0
185,ACQ,1,0,0
185,LEA,2,0,0
185,PER,1,0,0
185,PI,1,0,0
185,PJM,2,1,1
185,REQ,2,1,1
185,SWE,2,1,0
185,TES,3,1,0
186,ACQ,0,0,0
186,LEA,0,0,0
186,PER,1,0,0
186,PI,0,0,0
186,PJM,1,0,0
186,REQ,2,0,0
186,SWE,3,1,1
186,TES,1,0,0
188,ACQ,0,0,0
188,LEA,0,0,0
188,PER,0,0,0
188,PI,0,0,0
188,PJM,3,1,1
188,REQ,2,1,0
188,SWE,1,0,0
188,TES,2,0,0
189,ACQ,1,0,0
189,LEA,2,1,1
189,PER,2,0,0
189,PI,1,0,0
189,PJM,2,1,1
189,REQ,2,1,1
189,SWE,4,1,0
189,TES,1,0,0
191,ACQ,2,0,0
191,LEA,2,0,0
191,PER,0,0,0
191,PI,4,1,1
191,PJM,3,0,0
191,REQ,4,1,1
191,SWE,3,1,0
191,TES,1,0,0
192,ACQ,2,1,1
192,LEA,3,1,1
192,PER,3,1,1
192,PI,2,0,0
192,PJM,3,1,1
192,REQ,3,0,0
192,SWE,1,0,0
192,TES,2,0,0
193,ACQ,3,0,0
193,LEA,3,0,0
193,PER,3,0,0
193,PI,2,0,0
193,PJM,3,0,0
193,REQ,3,0,0
193,SWE,2,0,0
193,TES,2,0,0
194,ACQ,0,0,0
194,LEA,0,0,0
194,PER,0,0,0
194,PI,0,0,0
194,PJM,1,0,0
194,REQ,1,0,0
194,SWE,2,1,0
194,TES,1,0,0
195,ACQ,0,0,0
195,LEA,0,0,0
195,PER,1,0,0
195,PI,0,0,0
195,PJM,1,0,0
195,REQ,1,0,0
195,SWE,3,1,1
195,TES,2,0,0
197,ACQ,0,0,0
197,LEA,0,0,0
197,PER,0,0,0
197,PI,2,0,0
197,PJM,1,1,1
197,REQ,1,0,0
197,SWE,3,1,0
197,TES,3,1,0
198,ACQ,1,0,0
198,LEA,3,0,0
198,PER,3,0,0
198,PI,2,0,0
198,PJM,4,0,0
198,REQ,1,0,0
198,SWE,1,0,0
198,TES,1,0,0
199,ACQ,0,0,0
199,LEA,1,0,0
199,PER,1,0,0
199,PI,2,1,1
199,PJM,1,0,0
199,REQ,3,1,1
199,SWE,0,0,0
199,TES,1,0,0
200,ACQ,2,0,1
200,LEA,2,0,1
200,PER,1,0,0
200,PI,1,1,1
200,PJM,3,1,1
200,REQ,2,0,0
200,SWE,3,0,0
200,TES,3,0,0
201,ACQ,1,0,0
201,LEA,2,0,0
201,PER,2,0,0
201,PI,2,0,0
201,PJM,2,0,0
201,REQ,3,1,1
201,SWE,1,0,0
201,TES,1,0,0
202,ACQ,0,0,0
202,LEA,0,0,0
202,PER,0,0,0
202,PI,1,0,0
202,PJM,1,0,0
202,REQ,3,1,1
202,SWE,3,1,0
202,TES,2,0,0
203,ACQ,0,0,0
203,LEA,0,0,0
203,PER,0,0,0
203,PI,0,0,0
203,PJM,1,0,0
203,REQ,3,1,1
203,SWE,1,0,0
203,TES,2,0,0
204,ACQ,1,0,0
204,LEA,1,0,0
204,PER,1,0,0
204,PI,2,0,1
204,PJM,3,0,1
204,REQ,3,0,0
204,SWE,2,0,0
204,TES,2,0,0
205,ACQ,0,0,0
205,LEA,0,0,0
205,PER,0,0,0
205,PI,1,0,0
205,PJM,2,0,0
205,REQ,2,0,0
205,SWE,3,1,1
205,TES,2,0,0
206,ACQ,0,0,0
206,LEA,0,0,0
206,PER,0,0,0
206,PI,0,0,0
206,PJM,0,0,0
206,REQ,1,0,0
206,SWE,2,1,1
206,TES,1,0,0
209,ACQ,1,0,0
209,LEA,1,0,0
209,PER,1,0,0
209,PI,1,0,0
209,PJM,3,1,0
209,REQ,3,1,0
209,SWE,2,0,0
209,TES,2,1,0
219,ACQ,0,0,0
219,LEA,0,0,0
219,PER,0,0,0
219,PI,1,0,0
219,PJM,2,1,0
219,REQ,3,1,1
219,SWE,2,0,0
219,TES,2,0,0
220,ACQ,1,0,1
220,LEA,1,0,1
220,PER,1,0,1
220,PI,3,1,1
220,PJM,4,1,0
220,REQ,2,0,0
220,SWE,4,0,0
220,TES,3,0,0
221,ACQ,3,0,0
221,LEA,3,0,0
221,PER,3,0,0
221,PI,3,1,1
221,PJM,4,1,1
221,REQ,3,0,0
221,SWE,1,0,0
221,TES,2,0,0
222,ACQ,0,0,0
222,LEA,0,0,0
222,PER,0,0,0
222,PI,0,0,0
222,PJM,0,0,0
222,REQ,0,0,0
222,SWE,3,0,0
222,TES,1,0,0
223,ACQ,1,0,0
223,LEA,1,0,0
223,PER,1,0,0
223,PI,2,0,0
223,PJM,2,0,0
223,REQ,3,0,0
223,SWE,1,0,0
223,TES,1,0,0
225,ACQ,0,0,0
225,LEA,0,0,0
225,PER,0,0,0
225,PI,2,1,1
225,PJM,2,0,1
225,REQ,3,1,0
225,SWE,1,0,0
225,TES,2,0,0
226,ACQ,0,0,0
226,LEA,0,0,0
226,PER,0,0,0
226,PI,0,0,0
226,PJM,2,1,1
226,REQ,2,1,1
226,SWE,0,0,0
226,TES,1,0,0
227,ACQ,0,0,0
227,LEA,0,0,0
227,PER,0,0,0
227,PI,1,0,0
227,PJM,2,0,0
227,REQ,1,0,0
227,SWE,3,0,0
227,TES,1,0,0
228,ACQ,0,0,0
228,LEA,0,0,0
228,PER,0,0,0
228,PI,0,0,0
228,PJM,1,0,0
228,REQ,2,0,0
228,SWE,2,1,1
228,TES,2,0,0
229,ACQ,0,0,0
229,LEA,1,0,1
229,PER,2,1,1
229,PI,1,0,0
229,PJM,1,0,0
229,REQ,2,0,0
229,SWE,1,0,0
229,TES,3,1,1
231,ACQ,0,0,0
231,LEA,0,0,0
231,PER,0,0,0
231,PI,3,1,0
231,PJM,2,0,1
231,REQ,2,0,1
231,SWE,0,0,0
231,TES,0,0,0
232,ACQ,1,0,0
232,LEA,1,0,0
232,PER,2,0,0
232,PI,2,0,0
232,PJM,2,0,0
232,REQ,2,0,0
232,SWE,3,0,0
232,TES,4,1,1
233,ACQ,2,0,0
233,LEA,3,0,0
233,PER,1,0,0
233,PI,4,1,0
233,PJM,4,1,0
233,REQ,2,0,0
233,SWE,1,0,0
233,TES,1,0,0
235,ACQ,2,0,0
235,LEA,2,0,0
235,PER,0,0,0
235,PI,1,0,0
235,PJM,3,1,0
235,REQ,3,0,0
235,SWE,4,1,0
235,TES,3,0,0
237,ACQ,0,0,0
237,LEA,0,0,0
237,PER,0,0,0
237,PI,1,1,0
237,PJM,1,1,0
237,REQ,3,1,1
237,SWE,1,0,0
237,TES,1,0,0
238,ACQ,2,0,0
238,LEA,2,0,0
238,PER,1,0,0
238,PI,1,1,0
238,PJM,3,1,0
238,REQ,2,0,0
238,SWE,3,0,0
238,TES,3,1,1
240,ACQ,0,0,0
240,LEA,2,0,0
240,PER,2,0,0
240,PI,0,0,0
240,PJM,2,0,0
240,REQ,3,1,1
240,SWE,3,0,0
240,TES,2,0,0
241,ACQ,0,0,0
241,LEA,0,0,0
241,PER,0,0,0
241,PI,2,1,1
241,PJM,2,1,1
241,REQ,2,0,0
241,SWE,4,0,0
241,TES,2,0,0
245,ACQ,1,0,0
245,LEA,2,0,0
245,PER,2,0,0
245,PI,2,0,0
245,PJM,2,1,1
245,REQ,1,0,0
245,SWE,4,1,1
245,TES,2,1,1
247,ACQ,1,0,0
247,LEA,1,0,0
247,PER,1,0,0
247,PI,1,0,0
247,PJM,1,0,0
247,REQ,1,1,0
247,SWE,2,1,1
247,TES,1,1,1
251,ACQ,3,0,0
251,LEA,3,0,1
251,PER,2,0,0
251,PI,2,1,1
251,PJM,4,0,1
251,REQ,4,1,1
251,SWE,1,0,0
251,TES,2,0,0
252,ACQ,0,0,0
252,LEA,0,0,0
252,PER,0,0,0
252,PI,0,0,0
252,PJM,0,0,0
252,REQ,0,0,0
252,SWE,2,1,1
252,TES,0,0,0
253,ACQ,0,0,0
253,LEA,0,0,0
253,PER,0,0,0
253,PI,1,0,0
253,PJM,1,0,0
253,REQ,2,0,0
253,SWE,4,1,1
253,TES,2,0,0
254,ACQ,0,0,0
254,LEA,0,0,0
254,PER,1,0,0
254,PI,1,0,0
254,PJM,2,0,0
254,REQ,2,0,0
254,SWE,3,1,1
254,TES,2,0,0
255,ACQ,0,0,0
255,LEA,2,0,0
255,PER,1,0,0
255,PI,2,0,0
255,PJM,3,1,1
255,REQ,2,0,0
255,SWE,4,0,0
255,TES,1,0,0
256,ACQ,3,0,0
256,LEA,3,1,1
256,PER,2,0,0
256,PI,3,1,1
256,PJM,4,1,1
256,REQ,3,1,1
256,SWE,4,0,1
256,TES,2,0,0
257,ACQ,2,0,0
257,LEA,1,0,0
257,PER,1,0,0
257,PI,3,1,1
257,PJM,4,1,1
257,REQ,2,0,1
257,SWE,4,0,0
257,TES,1,0,0
258,ACQ,0,0,0
258,LEA,0,0,0
258,PER,0,0,0
258,PI,0,0,0
258,PJM,0,0,0
258,REQ,0,0,0
258,SWE,3,0,0
258,TES,3,0,0
259,ACQ,4,1,1
259,LEA,1,0,0
259,PER,0,0,0
259,PI,1,0,0
259,PJM,3,0,0
259,REQ,2,0,0
259,SWE,3,0,0
259,TES,0,0,0
261,ACQ,1,0,0
261,LEA,2,0,1
261,PER,4,1,0
261,PI,3,1,1
261,PJM,4,1,1
261,REQ,2,0,0
261,SWE,1,0,0
261,TES,1,0,0
263,ACQ,2,1,1
263,LEA,2,1,1
263,PER,1,0,0
263,PI,3,1,1
263,PJM,2,1,1
263,REQ,2,0,0
263,SWE,3,0,0
263,TES,1,0,0
264,ACQ,0,0,0
264,LEA,2,0,0
264,PER,0,0,0
264,PI,1,0,0
264,PJM,3,1,1
264,REQ,0,0,0
264,SWE,2,0,0
264,TES,1,0,0
265,ACQ,0,0,0
265,LEA,0,0,0
265,PER,0,0,0
265,PI,0,0,0
265,PJM,1,0,0
265,REQ,1,0,0
265,SWE,3,1,0
265,TES,2,0,0
266,ACQ,2,0,0
266,LEA,1,0,0
266,PER,0,0,0
266,PI,0,0,0
266,PJM,2,0,0
266,REQ,2,0,0
266,SWE,4,1,0
266,TES,2,0,0
267,ACQ,2,0,0
267,LEA,2,0,0
267,PER,2,0,0
267,PI,2,1,0
267,PJM,3,1,1
267,REQ,3,1,1
267,SWE,1,0,0
267,TES,2,0,0
268,ACQ,0,0,0
268,LEA,0,0,0
268,PER,0,0,0
268,PI,1,0,0
268,PJM,2,0,0
268,REQ,2,0,0
268,SWE,3,1,1
268,TES,2,0,0
272,ACQ,1,0,0
272,LEA,1,0,0
272,PER,1,0,0
272,PI,2,1,0
272,PJM,2,1,0
272,REQ,2,1,0
272,SWE,3,0,0
272,TES,2,0,0
273,ACQ,1,0,0
273,LEA,1,0,0
273,PER,1,0,0
273,PI,1,0,0
273,PJM,1,0,0
273,REQ,2,1,1
273,SWE,3,1,0
273,TES,2,1,1
276,ACQ,0,0,0
276,LEA,3,0,0
276,PER,0,0,0
276,PI,0,0,0
276,PJM,1,0,0
276,REQ,1,0,0
276,SWE,4,0,0
276,TES,1,0,0
277,ACQ,1,0,0
277,LEA,3,1,0
277,PER,1,0,0
277,PI,1,0,0
277,PJM,2,1,0
277,REQ,2,0,0
277,SWE,4,1,0
277,TES,3,0,0
278,ACQ,0,0,0
278,LEA,1,0,0
278,PER,1,0,0
278,PI,1,0,0
278,PJM,1,0,0
278,REQ,2,0,0
278,SWE,3,0,0
278,TES,2,0,0
279,ACQ,0,0,0
279,LEA,0,0,0
279,PER,0,0,0
279,PI,0,0,0
279,PJM,1,0,1
279,REQ,1,0,1
279,SWE,3,1,0
279,TES,2,0,1
280,ACQ,0,0,0
280,LEA,1,0,0
280,PER,0,0,0
280,PI,1,0,0
280,PJM,2,0,0
280,REQ,1,0,0
280,SWE,4,1,1
280,TES,3,0,0
281,ACQ,0,0,0
281,LEA,0,0,0
281,PER,0,0,0
281,PI,0,0,0
281,PJM,0,0,0
281,REQ,1,0,1
281,SWE,3,1,1
281,TES,1,0,0
282,ACQ,0,0,0
282,LEA,0,0,0
282,PER,0,0,0
282,PI,0,0,0
282,PJM,0,0,0
282,REQ,0,0,0
282,SWE,0,0,0
282,TES,0,0,0
283,ACQ,2,0,0
283,LEA,1,0,0
283,PER,2,0,0
283,PI,2,0,0
283,PJM,3,0,0
283,REQ,3,0,0
283,SWE,2,0,0
283,TES,3,0,0
284,ACQ,2,0,0
284,LEA,1,0,0
284,PER,1,0,0
284,PI,2,1,1
284,PJM,3,1,1
284,REQ,3,1,1
284,SWE,1,0,0
284,TES,1,0,0
285,ACQ,0,0,0
285,LEA,1,1,0
285,PER,0,0,0
285,PI,0,0,0
285,PJM,1,1,0
285,REQ,2,0,0
285,SWE,4,1,1
285,TES,3,0,0
289,ACQ,0,0,0
289,LEA,0,0,0
289,PER,0,0,0
289,PI,0,0,0
289,PJM,2,1,0
289,REQ,1,1,0
289,SWE,3,1,0
289,TES,1,0,0
290,ACQ,0,0,0
290,LEA,0,0,0
290,PER,0,0,0
290,PI,0,0,0
290,PJM,0,0,0
290,REQ,0,0,0
290,SWE,3,1,0
290,TES,0,0,0
291,ACQ,0,0,0
291,LEA,0,0,0
291,PER,0,0,0
291,PI,0,0,0
291,PJM,0,0,0
291,REQ,0,0,0
291,SWE,2,1,1
291,TES,0,0,0
292,ACQ,0,0,0
292,LEA,0,0,0
292,PER,0,0,0
292,PI,0,0,0
292,PJM,0,0,0
292,REQ,0,0,0
292,SWE,2,1,1
292,TES,0,0,0
293,ACQ,0,0,0
293,LEA,0,0,0
293,PER,0,0,0
293,PI,0,0,0
293,PJM,0,0,0
293,REQ,0,0,0
293,SWE,0,0,0
293,TES,1,1,1
294,ACQ,0,0,0
294,LEA,0,0,0
294,PER,0,0,0
294,PI,0,0,0
294,PJM,0,0,0
294,REQ,0,0,0
294,SWE,0,0,0
294,TES,3,1,1
297,ACQ,0,0,0
297,LEA,0,0,0
297,PER,0,0,0
297,PI,0,0,0
297,PJM,0,0,0
297,REQ,0,0,0
297,SWE,2,1,1
297,TES,0,0,0
302,ACQ,0,0,0
302,LEA,0,0,0
302,PER,0,0,0
302,PI,0,0,0
302,PJM,1,0,0
302,REQ,2,0,0
302,SWE,3,1,1
302,TES,1,0,0
303,ACQ,0,0,0
303,LEA,0,0,0
303,PER,0,0,0
303,PI,0,0,0
303,PJM,0,0,0
303,REQ,0,0,0
303,SWE,0,0,0
303,TES,2,1,1
304,ACQ,0,0,0
304,LEA,2,0,0
304,PER,0,0,0
304,PI,0,0,0
304,PJM,0,0,0
304,REQ,0,0,0
304,SWE,0,0,0
304,TES,3,1,1
305,ACQ,0,0,0
305,LEA,0,0,0
305,PER,0,0,0
305,PI,0,0,0
305,PJM,2,0,0
305,REQ,2,1,1
305,SWE,3,1,1
305,TES,3,0,0
308,ACQ,1,0,0
308,LEA,1,0,0
308,PER,1,0,0
308,PI,1,0,0
308,PJM,1,0,0
308,REQ,1,0,0
308,SWE,3,1,1
308,TES,2,1,0
309,ACQ,0,0,0
309,LEA,1,0,0
309,PER,0,0,0
309,PI,0,0,0
309,PJM,1,0,0
309,REQ,2,0,0
309,SWE,3,1,1
309,TES,2,0,0
312,ACQ,1,0,0
312,LEA,3,1,1
312,PER,2,0,1
312,PI,1,0,0
312,PJM,1,0,0
312,REQ,1,0,0
312,SWE,3,1,1
312,TES,2,0,0
314,ACQ,0,0,0
314,LEA,0,0,0
314,PER,0,0,0
314,PI,0,0,0
314,PJM,1,0,0
314,REQ,1,0,0
314,SWE,2,1,0
314,TES,2,0,0
315,ACQ,1,0,0
315,LEA,2,0,0
315,PER,1,0,0
315,PI,1,1,0
315,PJM,2,0,0
315,REQ,3,1,0
315,SWE,1,0,0
315,TES,2,1,0
316,ACQ,0,0,0
316,LEA,0,0,0
316,PER,0,0,0
316,PI,0,0,0
316,PJM,1,0,0
316,REQ,1,0,0
316,SWE,3,1,0
316,TES,1,0,0
317,ACQ,0,0,0
317,LEA,0,0,0
317,PER,0,0,0
317,PI,0,0,0
317,PJM,0,0,0
317,REQ,1,0,0
317,SWE,2,1,0
317,TES,1,0,0
319,ACQ,1,0,0
319,LEA,3,0,0
319,PER,0,0,0
319,PI,2,0,0
319,PJM,3,1,0
319,REQ,2,0,0
319,SWE,0,0,0
319,TES,4,1,0
330,ACQ,0,0,0
330,LEA,3,0,0
330,PER,2,0,0
330,PI,0,0,0
330,PJM,0,0,0
330,REQ,1,0,0
330,SWE,4,0,0
330,TES,3,0,0
331,ACQ,4,1,0
331,LEA,4,1,0
331,PER,1,0,0
331,PI,3,1,0
331,PJM,4,0,0
331,REQ,2,0,0
331,SWE,3,0,0
331,TES,1,0,0
332,ACQ,0,0,0
332,LEA,0,0,0
332,PER,0,0,0
332,PI,0,0,0
332,PJM,1,0,0
332,REQ,1,0,0
332,SWE,3,1,1
332,TES,1,0,0
339,ACQ,1,0,0
339,LEA,2,0,0
339,PER,1,0,0
339,PI,2,0,0
339,PJM,2,0,1
339,REQ,2,0,0
339,SWE,3,1,1
339,TES,1,0,0
340,ACQ,0,0,0
340,LEA,0,0,0
340,PER,0,0,0
340,PI,1,0,0
340,PJM,2,0,0
340,REQ,2,0,0
340,SWE,3,1,1
340,TES,3,0,1
343,ACQ,1,0,0
343,LEA,2,0,0
343,PER,0,0,0
343,PI,0,0,0
343,PJM,2,0,0
343,REQ,2,0,1
343,SWE,3,1,1
343,TES,1,0,0
344,ACQ,0,0,0
344,LEA,1,0,0
344,PER,0,0,0
344,PI,0,0,0
344,PJM,2,0,0
344,REQ,3,0,0
344,SWE,3,1,1
344,TES,2,0,0
347,ACQ,0,0,0
347,LEA,1,0,0
347,PER,2,0,0
347,PI,0,0,0
347,PJM,1,0,0
347,REQ,1,0,0
347,SWE,4,1,1
347,TES,1,0,0
380,ACQ,0,0,0
380,LEA,0,0,0
380,PER,0,0,0
380,PI,1,0,0
380,PJM,0,0,0
380,REQ,1,0,0
380,SWE,2,0,0
380,TES,3,1,1
383,ACQ,0,0,0
383,LEA,0,0,0
383,PER,0,0,0
383,PI,0,0,0
383,PJM,0,0,0
383,REQ,0,0,0
383,SWE,3,1,1
383,TES,0,0,0
384,ACQ,0,0,0
384,LEA,0,0,0
384,PER,0,0,0
384,PI,0,0,0
384,PJM,0,0,0
384,REQ,0,0,0
384,SWE,2,0,0
384,TES,3,1,1
393,ACQ,1,0,0
393,LEA,2,1,1
393,PER,2,1,1
393,PI,2,0,0
393,PJM,3,1,1
393,REQ,2,0,0
393,SWE,1,0,0
393,TES,2,0,0
395,ACQ,0,0,0
395,LEA,2,1,0
395,PER,0,0,0
395,PI,2,0,0
395,PJM,3,1,1
395,REQ,3,0,0
395,SWE,4,1,1
395,TES,1,0,0
396,ACQ,1,0,1
396,LEA,1,0,1
396,PER,2,0,1
396,PI,1,0,1
396,PJM,1,0,1
396,REQ,1,0,1
396,SWE,3,1,0
396,TES,1,0,1
397,ACQ,0,0,0
397,LEA,1,0,0
397,PER,1,0,0
397,PI,1,0,0
397,PJM,1,0,0
397,REQ,1,0,0
397,SWE,3,1,0
397,TES,2,0,0
398,ACQ,1,0,0
398,LEA,3,1,1
398,PER,2,1,1
398,PI,1,1,0
398,PJM,1,0,0
398,REQ,2,0,0
398,SWE,4,1,1
398,TES,3,0,0
399,ACQ,0,0,0
399,LEA,2,0,0
399,PER,1,0,0
399,PI,0,0,0
399,PJM,0,0,0
399,REQ,2,0,0
399,SWE,4,1,1
399,TES,2,0,0
400,ACQ,0,0,0
400,LEA,0,0,0
400,PER,0,0,0
400,PI,1,0,0
400,PJM,1,0,0
400,REQ,0,0,0
